path,Rock ID,type
Stone 6 filtered_v1/Rock6_1372_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1178_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1375_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_279_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_565_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_531_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1389_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1426_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_232_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1139_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_601_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1116_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1418_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1000_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_863_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1458_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1511_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1059_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_753_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_161_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1177_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1080_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1056_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1699_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1112_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_411_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_149_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_397_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1505_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_761_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1311_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_964_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_350_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1211_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1155_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_845_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_896_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_617_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1667_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1510_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1138_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1130_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_495_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_303_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_269_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1027_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_210_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_624_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_721_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1328_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1001_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1564_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1195_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1431_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1686_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1578_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1033_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_530_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_215_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1111_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_952_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1650_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_384_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1197_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_675_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1434_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_695_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1203_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1322_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1605_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1010_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_978_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_487_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_851_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_559_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_237_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1030_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1141_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1167_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1305_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1421_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_170_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1050_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_391_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1224_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1415_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1235_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_415_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_555_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1326_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1682_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_277_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1020_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1275_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1039_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1069_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_698_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_302_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_309_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1347_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1113_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_650_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_853_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_315_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_137_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1308_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_703_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_782_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_262_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_999_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_385_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_564_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_735_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1042_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1256_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_178_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1461_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1500_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_832_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1557_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_715_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_736_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1106_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_164_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_261_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_812_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1683_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_923_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1362_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1243_filtered.png,6,Calcium
Stone 6 filtered_v1/Rock6_1547_filtered.png,6,Calcium
Stone 33/Stone_33_100491_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100827_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101416_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101613_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100826_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101508_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101636_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100274_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100692_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100887_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101519_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101111_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100261_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101161_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101653_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101443_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100682_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100146_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100726_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100298_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100543_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101148_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101727_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100286_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100153_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100240_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101439_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101042_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101552_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100874_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100895_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101250_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100436_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101096_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101717_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100690_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100603_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100155_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100976_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100703_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100992_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101202_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100315_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101290_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101487_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101405_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100162_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100462_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100203_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100217_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100412_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100340_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100588_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100256_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101155_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100509_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100617_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100213_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100925_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100492_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101251_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101002_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100400_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101048_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101468_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100493_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101185_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101001_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101554_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101559_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101302_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100910_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100724_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100204_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101642_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101513_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101149_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101005_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101346_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100384_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100941_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100602_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101605_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100978_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101306_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100695_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101127_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101240_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100152_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100916_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100466_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100388_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100713_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101196_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101728_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101243_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100464_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101277_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100390_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101158_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101629_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100622_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100636_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100160_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100150_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100469_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101592_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100907_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101741_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101591_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101110_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100327_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101100_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100244_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100730_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101481_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100225_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101680_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101137_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101594_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100530_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101518_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100683_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100420_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100283_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100537_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100440_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100768_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101747_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100347_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101303_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101353_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100944_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100379_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101209_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100322_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101661_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101806_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100851_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101517_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101630_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100356_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100206_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100470_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100820_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100983_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100583_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101313_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101070_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100500_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100951_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101020_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101075_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101641_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101101_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101578_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100712_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100704_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100817_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100921_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100881_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100246_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101223_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100359_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101156_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100427_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101059_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101477_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101190_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100742_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100184_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101021_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100158_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101407_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100422_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100307_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101648_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100232_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101434_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100174_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101454_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100506_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101441_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100243_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100459_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100810_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100587_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101316_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100888_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101716_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100889_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100577_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101184_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100845_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100749_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101283_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101419_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100490_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101720_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101351_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100131_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100831_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101567_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101230_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100700_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100805_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100716_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100688_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100208_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100433_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101413_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101375_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100290_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100319_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100539_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101627_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101626_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100438_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100565_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100407_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100551_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100362_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100702_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100846_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100999_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101325_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100513_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100446_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100765_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101317_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100792_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101018_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100775_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100143_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100852_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101431_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101492_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100180_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101729_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100559_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101262_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100310_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100508_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101568_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101047_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100262_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100186_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100558_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101692_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101045_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101498_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101030_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100166_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101488_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100758_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101685_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100557_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101452_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101497_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100221_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100125_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100230_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100538_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100563_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100694_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101284_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101707_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101039_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101087_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101430_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100672_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101570_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101403_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101718_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101362_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101504_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100634_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101369_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100321_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100323_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100935_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100182_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101406_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100210_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100296_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101516_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101054_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100297_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100132_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101180_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100185_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101650_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100135_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100648_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101414_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100463_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100755_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101515_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100761_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100245_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100787_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100370_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101882_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100378_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101432_filtered.png,33,Pure uric acid
Stone 33/Stone_33_100706_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101263_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101470_filtered.png,33,Pure uric acid
Stone 33/Stone_33_101571_filtered.png,33,Pure uric acid
